Epic,Feature,Story_ID,Title,User_Story,Acceptance_Criteria,Persona,Priority
Forecast Dashboard (Skill Mix),Data Grid - Skills,US-SM-011,View Leaf Skill Granularity,"As a Service Line team member, I want to see the specific ""Leaf Skill"" (e.g., Java, Spring Boot) associated with a cluster, so that I can create accurate job requisitions.","Given I am viewing the ""Demand for Skill Micro Cluster"" table When I review the rows Then I should see a specific ""Leaf Skill"" column distinct from the ""Cluster"" column And it should show the precise technology required (e.g., ""Java"" vs just ""Microsoft AD"").",Service Line,xxx
Forecast Dashboard (Skill Mix),Data Grid - Skills,US-SM-012,Quarterly Aggregation Logic,"As a Service Line team member, I want the ""Q 01"" column to automatically sum the demand for Jan, Feb, and Mar, so that I don't have to manually calculate the quarterly total.","Given the table displays monthly columns (Jan, Feb, Mar) When the ""Q 01"" column renders Then the value in ""Q 01"" must equal the sum of [Jan + Feb + Mar] for that row And any updates to a monthly cell should instantly update the Q 01 total.",Service Line,
Forecast Dashboard (Skill Mix),Data Grid - UX,US-SM-015,Horizontal Scroll for Future Horizons,"As a Service Line team member, I want to scroll horizontally to view months that do not fit on the screen (e.g., Q2, Q3), so that I can see the long-term forecast.","Given the forecast horizon exceeds the screen width When I use the scroll bar at the bottom of the table Then the date columns (Apr, May, Jun...) should slide into view And the ""Key Attribute"" columns (Practice Area, Location, Cluster) should remain frozen (sticky) so I don't lose context.",Service Line,
Forecast Dashboard (Skill Mix),Drivers,US-SM-004,Analyze Demand Drivers,"As a Service Line team member, I want to expand the ""Top Drivers"" list, so that I can see why demand is increasing (e.g., is it ""Attrition"" or ""New Deals""?).","Given I see the ""Top Drivers"" list (e.g., Increase Attrition Rate) When I click the ""+"" (plus) icon next to a driver Then the card should expand to show the specific volume or percentage attributed to that driver.",Service Line,
Forecast Dashboard (Skill Mix),Download,Fo-NEW-DL,Download dashboard data,"As a Service Line team member, I want to download the dashboard data.","Given I am on a dashboard page
When I click the Download icon
Then a file should be downloaded containing the data grids.",Service Line,
Forecast Dashboard (Skill Mix),KPI - Ranking,US-SM-001,View Top Skills in Practice,"As a Service Line team member, I want to see the top 5 ""Skill Micro Clusters"" driving demand within my practice, so that I know which technologies are generating the most business.","Given I have selected a ""Practice Area"" (e.g., Cloud) When I view the first KPI card Then I should see the top skills sorted by volume (e.g., Java API, Azure) And a percentage indicating their share of the practice total.",Service Line,
Forecast Dashboard (Skill Mix),KPI - Ranking,US-SM-002,View Top Skills in Service Line,"As a Service Line team member, I want to see top skills across the entire Service Line (SL), so that I can identify cross-practice trends.","Given I am viewing the dashboard When I view the ""Top Skill Micro Clusters (In SL)"" card Then the list should reflect the broader Service Line demand, distinct from the specific Practice Area filter if applicable.
And the X-axis grain (Year / Quarter / Month) should adjust based on the selected Forecast Horizon.",Service Line,
Forecast Dashboard (Skill Mix),KPI - Strategy,US-SM-003,View Stable vs Volatile Ratio,"As a Service Line team member, I want to see the ""Stable vs Volatile"" demand split, so that I can decide the right mix of permanent staff versus contractors.","Given forecast data is analyzed for variance When I view the ""Stable vs Volatile"" KPI card Then I should see a Pie Chart showing the percentage split (e.g., 70% Stable) And hovering should explain the threshold (e.g., ""Volatile = >15% variance MoM"").
And the default sort order should be Largest to Lowest by Total Demand.",Service Line,
Forecast Dashboard (Skill Mix),Tab Navigation,Fo-NEW-NAV,View and use dashboard navigation tabs,"As a Service Line team member, I want to use the dashboard navigation tabs, so that I can switch between Forecast Overview, Demand Type Breakdown, Business Unit, Location Mix, and Skill Mix.","Given I am on the Forecast Dashboard module
When I click a dashboard tab
Then the selected dashboard page should load.",Service Line,
Scenario Planning,Initialization,US-SP-001,Load Default Planning Context,"As a Service Line team member, I want the Scenario Planning page to default to my primary Practice Area and current forecast cycle, so that I can start simulation without manual setup.","Given I belong to the ""Cloud"" Practice AreaWhen I navigate to the Scenario Planning moduleThen the ""Practice Area"" filter should default to ""Cloud""And the ""Forecast Horizon"" should default to the current active planning cycle.",Service Line,
Scenario Planning,Filtering,US-SP-003,Filter by Skill Micro Cluster,"As a Service Line team member, I want to filter the simulation by ""Skill Micro Cluster"", so that I can model specific talent supply chains (e.g., Java Full Stack).","Given I have selected a Practice AreaWhen I click the ""Skill Micro Cluster"" dropdownThen the list should be filtered to show only skills relevant to the selected Practice Area (Cascading Filter logic).",Service Line,
Scenario Planning,Filtering,US-SP-004,Apply Filters to Simulation,"As a Service Line team member, I want the simulation data to refresh immediately when I change a filter, so that the ""What-If"" feedback loop is seamless.","Given I change the ""Grade"" filter from ""All"" to ""Senior Associate""When the selection is confirmedThen the ""Total Base"" and ""Scenario Adjusted"" KPIs should recalculate and update within 2 seconds.",Service Line,
Scenario Planning,Driver Controls,US-SP-005,View Active Drivers,"As a Service Line team member, I want to see the key business drivers (e.g., Attrition, Win Probability) currently influencing the model, so I know what levers I can pull.","Given a scenario is loadedWhen I view the ""Top Drivers"" panelThen I should see the list of enabled drivers with their current percentage values displayed clearly.",Service Line,
Scenario Planning,Driver Controls,US-SP-006,Adjust Driver Sliders,"As a Service Line team member, I want to drag a slider to adjust a driver's percentage, so that I can intuitively simulate ""best case"" or ""worst case"" outcomes.","Given the ""Attrition Rate"" is currently 15%When I drag the slider to the rightThen the percentage value should increase dynamicallyAnd the ""Scenario Adjusted"" KPI on the right should update in real-time to reflect the impact.",Service Line,
Scenario Planning,State Mgmt,US-SP-010,Indication of Modified State,"As a Service Line team member, I want to visually distinguish between the ""Default"" value and my ""Modified"" value, so I know which drivers I have touched.","Given the baseline Attrition Rate is 15%When I change it to 20%Then the slider track should show a visual marker (e.g., a tick mark or color change) indicating the original baseline position relative to my new selection.",Service Line,
Scenario Planning,Scenario Editing,SP-NEW-001,Edit scenario levers,"As a Service Line team member, I want to edit scenario levers, so that I can simulate the impact on demand volume.","Given I am viewing a scenario
When I click Edit and change one or more lever values
Then the scenario outputs should recalculate and show updated demand volume without navigating away.",Service Line,
Scenario Planning,KPI Dashboard,US-SP-011,View Baseline KPI,"As a Service Line team member, I want to see the ""Total Base"" headcount before any adjustments, so that I have a clear reference point for the current plan.","Given a baseline forecast exists for the selected period When the page loads Then the ""Total Base"" tile should display the aggregate FTE count (e.g., 380)",Service Line,
Scenario Planning,KPI Dashboard,US-SP-012,View Scenario Impact KPI,"As a Service Line team member, I want to see the ""Scenario Adjusted"" headcount, so that I immediately understand the quantitative result of my driver changes.","Given drivers have been applied When I view the ""Scenario Adjusted"" tile Then the value (e.g., 456) should reflect the calculation: Baseline + (Driver Impacts)",Service Line,
Scenario Planning,KPI Dashboard,US-SP-013,Calculate Net Change,"As a Service Line team member, I want to see the exact ""Net Change"" difference, so that I don't have to manually calculate the gap between the Baseline and the New Plan.","Given both Baseline and Scenario values exist When the dashboard renders Then the ""Net Change"" tile should display the difference (e.g., 76) And the color should be Blue (if positive) or Red (if negative) to indicate growth vs shrinkage.",Service Line,
Scenario Planning,Trend Chart,US-SP-014,Compare Scenario vs Baseline Trend,"As a Service Line team member, I want to see a line chart comparing the ""Scenario"" vs ""Baseline"" over time, so that I can identify when the divergence occurs (e.g., Q3 vs Q4).","When I look at the main chart area Then I should see two distinct lines: Cyan for ""Baseline"" and Blue for ""Scenario"" And the Y-axis should scale automatically to fit the data range.",Service Line,
Scenario Planning,Trend Chart,US-SP-015,Hover for Specific Data Points,"As a Service Line team member, I want to hover over specific months on the chart, so that I can read the precise FTE values without looking at the table.","Given the chart is visible When I hover my mouse over a data point (e.g., June) Then a tooltip should appear showing the exact values for both Baseline and Scenario (e.g., Scenario: 8k, Baseline: 4.5k).",Service Line,
Scenario Planning,Data Grid,US-SP-018,View Detailed Forecast Table,"As a Service Line team member, I want to see the underlying data in a table format below the chart, so that I can validate the exact numbers for specific dates.","Given the chart is displayed When I scroll to the data grid Then I should see rows for ""Scenario Forecast"", ""Baseline Forecast"", and ""Adjustment"" And columns corresponding to the dates in the chart (e.g., 08/11/2023).",Service Line,
Scenario Planning,Data Grid,US-SP-019,Auto-Calculate Adjustment Row,"As a Service Line team member, I want the ""Adjustment"" row to automatically show the delta, so that I can see the monthly impact of my drivers.","Given the table is loaded When the system renders the ""Adjustment"" row Then each cell should calculate as: Scenario Value - Baseline Value And if the value is positive, it should include a ""+"" sign (e.g., +50).",Service Line,
Scenario Planning,Data Grid,US-SP-020,Visual Delta Indicators,"As a Service Line team member, I want the adjustment numbers to be color-coded, so that positive growth is distinguishable from negative attrition at a glance.",Given the adjustment value is calculated When the value is positive (Growth) Then the text should be Blue When the value is negative (Reduction) Then the text should be Red (or distinct neutral color depending on UI standards).,Service Line,
Scenario Planning,Navigation,US-SP-023,Scenario Pagination,"As a Service Line team member, I want to page through different saved scenarios (e.g., 1 of 5), so that I can quickly compare different versions of the plan.","Given multiple scenarios exist for this context When I click the ""Next"" (>) arrow Then the page should reload with the data for ""Scenario #2"" And the pagination counter should update to ""2 of 5"".",Service Line,
Scenario Planning,Versioning,SP-NEW-002,Save scenario as new version,"As a Service Line team member, I want to save my changes as a new scenario version, so that I can compare versions later.","Given I have changed one or more levers
When I click Save
Then a new version should be created with a version number and timestamp
And the previous version should remain unchanged.",Service Line,
Scenario Planning,Approval Workflow,US-SP-021,Send scenario as input to Central Forecast Team,"As a Service Line team member, I want to send my selected scenario as an input to the Central Forecast Team, so that it is considered in the next forecasting cycle.","Given I have a scenario version saved for the selected filters
When I click ""Send as input""
Then the scenario status should change to ""Sent""
And I should not be able to send another scenario for the same filter combination unless the sent scenario is withdrawn (out of scope for MVP).",Service Line,
Scenario Planning,Scenario Mgmt,US-SP-017,Delete Scenario,"As a Service Line team member, I want to delete obsolete scenarios, so that the planning workspace remains uncluttered.","Given I am the creator of the scenario OR have ""Admin"" rights When I click the ""Trash"" icon Then I should receive a ""Confirm Deletion"" prompt And confirming it should remove the scenario and revert to the default view.",Service Line,
Forecast Feedback,Compliance,US-FF-011,Download Audit Report,"As a Service Line team member, I want to download a full ""Audit Report"" of the feedback session, so that we have a record of who approved the forecast and what changes were made.","Given the session is complete When I click the ""Audit Report"" button Then a PDF/Excel file should download containing the Comparison Chart data, Scenario Inputs, Summary Table, and any User Feedback submitted.",Service Line,
Forecast Feedback,RLHF (AI Feedback),US-FF-010,Submit Qualitative Feedback,"As a Service Line team member, I want to submit text-based feedback explaining the forecast context, so that the AI model can learn from these insights (RLHF).","Given I have analyzed the forecast When I type into the ""Give your Feedback"" text area and click ""Submit"" Then the comment should be saved and associated with this specific Forecast Cycle ID.",Service Line,
Forecast Feedback,Scorecard,US-FF-005,View Variance from Target,"As a Service Line team member, I want to see the ""Variance from Target"" in the summary table, so that I can immediately spot if the current plan misses our headcount goals.","Given a Headcount (HC) Target exists (e.g., 2500) When I view the ""Summary Table"" Then the ""Variance"" column should calculate Forecast - Target And highlight the value in Red if the gap is negative/critical.",Service Line,
Forecast Feedback,Scorecard,US-FF-006,Monitor Forecast Accuracy,"As a Service Line team member, I want to track the ""Forecast Accuracy"" score (e.g., 70%), so that I can assess the reliability of the underlying AI model.","Given the system compares past predictions to actuals When I view the ""Forecast Accuracy"" column Then I should see a percentage score representing the model's historical precision for this segment.",Service Line,
Forecast Feedback,Scorecard,US-FF-007,Track Cycle-over-Cycle Change,"As a Service Line team member, I want to see ""Variance from Last Cycle"", so that I know if the forecast is stabilizing or becoming more volatile week-over-week.","Given the previous planning cycle data is stored When the table loads Then the ""Variance from Last Cycle"" column should display the percentage change (e.g., 14%).",Service Line,
Forecast Feedback,Skill Microcluster Updates,FF-NEW-002,Edit or delete skill microcluster update,"As a Service Line team member, I want to edit or delete a draft skill microcluster update entry, so that I can correct mistakes before submitting.","Given I have one or more rows in the Skill Microcluster Updates list
When I choose Edit or Delete on a row
Then the row should be updated or removed from the list before submission.",Service Line,
Forecast Feedback,Skill Microcluster Updates,FF-NEW-001,Add new skill microcluster update,"As a Service Line team member, I want to add a new skill microcluster update, so that I can capture changes needed in the taxonomy.","Given I am on the Forecast Feedback page
When I click ""Add New Update""
Then an input row should appear to enter Type of Change (Add/Modify), Skill Micro Cluster, Old Leaf Skills, and Updated Leaf Skills
And when I press Enter the row should be added to the Skill Microcluster Updates list.",Service Line,
Forecast Feedback,Submission,FF-NEW-003,Submit forecast feedback,"As a Service Line team member, I want to submit my feedback and updates, so that the Central Forecast Team can review and incorporate them.","Given I have entered feedback text and/or skill microcluster update rows
When I click Submit
Then the submission should be saved with my selected filters and timestamp
And I should see a confirmation message.",Service Line,
Forecast Feedback,Taxonomy Mgmt,US-FF-008,View Taxonomy Change Log,"As a Service Line team member, I want to see a log of ""Skill Microcluster Updates"" used in this forecast, so that I can verify if recent taxonomy changes (e.g., adding ""Generative AI"") are reflected.","Given changes were made to the taxonomy When I view the ""Skill Microcluster Updates"" table Then I should see rows for ""Newly Added"" or ""Modified"" clusters And the ""Updated Leaf Skills"" column should show the specific changes.",Service Line,
Forecast Feedback,Taxonomy Mgmt,US-FF-009,Propose Taxonomy Update,"As a Service Line team member, I want to propose a new Skill Microcluster directly from the feedback page, so that the forecast can be corrected for missing skills in the next cycle.","Given I identify a missing skill gap When I click ""Add New Update"" Then a modal should open allowing me to define the ""Cluster Name"" and ""Leaf Skills"" And submitting it should queue a request for the Master Data team.",Service Line,
Forecast Feedback,Traceability,US-FF-003,Trace Forecast to Scenario ID,"As a Service Line team member, I want to see which specific ""Scenario ID"" drove the management overlay, so that adjustments are traceable to a specific planning session.","Given adjustments have been made When I view the ""Scenario Planning Inputs"" table Then I should see the ""Scenario ID"" (e.g., 255104) listed for each input variable.",Service Line,
Forecast Feedback,Traceability,US-FF-004,View Input Variable Impact,"As a Service Line team member, I want to see the ""% Impact"" of each variable (e.g., Client Spend), so that I know which specific assumption is driving the forecast change.","Given I am analyzing Scenario 255104 When I look at the ""Impact by %"" column Then I should see the weighted contribution of that driver (e.g., Win Probability contributed 6% to the increase).",Service Line,
Forecast Feedback,Trend Analysis,US-FF-001,Compare System vs. Management Forecast,"As a Service Line team member, I want to visualize the difference between the ""System Generated Baseline"" and the ""Management Overlay,"" so that I can see how much we are overriding the AI's prediction.","Given a forecast horizon is selected When I view the ""Forecast trend split"" chart Then I should see a stacked bar chart And the ""System Generated"" portion (Cyan) should be distinct from the ""Management Overlay"" portion (Purple).",Service Line,
Forecast Feedback,Trend Analysis,US-FF-002,View Monthly Overlay Delta,"As a Service Line team member, I want to hover over a bar to see the exact numeric delta, so that I can quantify the human adjustment.","Given the chart is visible When I hover over the ""May"" bar Then a tooltip should display: System: 150k Overlay: +50k Total: 200k.",Service Line,
Skill Taxonomy,Data Grid,US-TX-001,View Taxonomy Mapping,"As a Service Line team member, I want to see which specific ""Leaf Skills"" make up a ""Skill Microcluster"", so that I can accurately explain the technical requirements to a candidate.","Given I am on the Taxonomy page When I look at the ""Developer"" row Then I should see columns listing all mapped skills (Core Java, Microservices, etc.) And empty columns should be blank if a cluster has fewer than 5 skills.
And Skill Micro Cluster Name values should be combinations such as ""java-javascript-sql"" or ""java-javascript-springboot"" (not role labels).",Service Line,
Skill Taxonomy,Data Grid,US-TX-003,Sort by Microcluster Name,"As a Service Line team member, I want to sort the table alphabetically by ""Microcluster Name"", so that I can quickly find a specific role definition.","Given the table is loaded When I click the ""Skill Microcluster Name"" header Then the rows should sort A-Z (Admin -> Analyst -> Consultant...).
And Skill Micro Cluster Name values should be combinations such as ""java-javascript-sql"" or ""java-javascript-springboot"" (not role labels).",Service Line,
Skill Taxonomy,Data Grid,US-TX-013,Empty State for Leaf Skills,"As a Service Line team member, I want to clearly see which columns are empty (e.g., Leaf Skill 4 & 5 are blank), so that I know where we have room to add more skills.","Given a cluster has only 2 skills defined When I view the row Then the columns for ""Leaf Skill 3, 4, and 5"" should render with a distinct ""Empty"" visual (e.g., a dash ""-"") rather than just whitespace.
And Skill Micro Cluster Name values should be combinations such as ""java-javascript-sql"" or ""java-javascript-springboot"" (not role labels).",Service Line,
Skill Taxonomy,Download,US-TX-007,Download Taxonomy Reference,"As a Service Line team member, I want to Download this list to Excel, so that I can map our training curriculum to these standard definitions.","Given I need to share definitions offline When I click the global ""Download"" icon Then an Excel file should be generated mirroring the table structure exactly.
",Service Line,
Skill Taxonomy,Navigation,US-TX-011,Pagination Controls,"As a Service Line team member, I want to page through the list (e.g., Rows 1-50, 51-100), so that the page loads quickly even if we have thousands of microclusters.","Given there are more records than the default view limit (e.g., 20) When I scroll to the bottom Then I should see standard pagination controls (Next, Previous, Page Numbers).
",Service Line,
Skill Taxonomy,RBAC,US-TX-004,Read-Only Access for Planners,"As a Service Line team member, I want read-only access to this table, so that I can reference definitions without accidentally changing the corporate standard.","I view this page Then I should see the data grid But I should NOT see any ""Edit"", ""Add New"", or ""Delete"" buttons.",Service Line,
Home Page,Log in,US-001,Enterprise Login,"As a Market Team member, I want to log into the application using my enterprise credentials, so that I don’t need to manage a separate password.",Given I have valid enterprise credentials; When I attempt to log in; Then I should be granted access without entering a separate app password.,Markets,
Home Page,Log in,US-002,Route to Market Homepage,"As a Market Team member, I want to be redirected to my Market Team homepage after login, so that I can immediately begin work in my scope.",Given I successfully authenticate; When the login completes; Then I am taken to my Market Team home page.,Markets,
Home Page,Log in,US-003,Load Context (BU + Practice),"As a Market Team member, I want the homepage to automatically load my assigned BU, Practice Area, and time horizon, so that I see relevant info immediately.","Given I have assigned roles; When I land on the home page; Then my assigned BU, Practice Area, and next-12-months view should already be applied.",Markets,
Home Page,Log in,US-004,View Access Restricted to My Scope,"As a Market Team member, I want my access to be limited to my BU and Practice, so that data remains secure and aligned to my role.",Given I am logged into the system; When I attempt to view data; Then I see only data mapped to my assigned Business Unit(s) and Practice Areas.,Markets,
Home Page,Log in,US-005,Session Timeout & Re-Authentication,"As a Market Team member, I want the system to log me out after inactivity and require re-authentication, so that security policies are upheld.",Given I am logged in; When my session expires; Then I should be logged out and prompted to sign in again.,Markets,
Home Page,Log in,US-006,Missing Roles Error,"As a user without Market mapping, I want a clear error message, so that I know why I cannot proceed.",Given I log in without a mapped BU or Practice; When the system loads; Then I should see an error informing me that an admin must assign access.,Markets,
Home Page,Log in,US-007,View Overview + KPIs,"As a Market Team member, I want to see key KPIs and demand summary immediately on login, so that I can quickly understand my area’s status.",Given I access my Market homepage; When the page loads; Then I should see KPI tiles and overview data relevant to my BU/Practice.,Markets,
Home Overview Panel,KPIs,US-008,View KPI Tiles at a Glance,"As a Market Team Lead, I want to see key KPI tiles summarizing demand and fulfillment, so that I can immediately assess operational status.","Given I am on the home page; When the page loads; Then I should see KPI tiles showing total demand, gap %, practice areas, clusters, and onsite ratio.",Markets,
Home Overview Panel,Trends,US-009,View Forecast Trend Line Chart,"As a Market Team Lead, I want to view a forecast demand trend line, so that I can understand how demand is shaping over time.",Given I have forecast data; When the trend graph loads; Then I should see a 12-month line graph showing forecast FTE for the selected BU/Practice.,Markets,
Home Overview Panel,Risk,US-010,View Short-Fuse Heatmap,"As a Market Team Lead, I want to see short fuse demand across skill clusters in a heatmap, so that I can spot resourcing risk areas quickly.",Given short fuse demand exists; When I view the heatmap; Then I should see intensity by month and skill cluster for the active BU/Practice.,Markets,
Home Overview Panel,Metric,US-011,View % Change in Short Fuse Demand,"As a Market Team Lead, I want a metric that compares short fuse demand to a previous period.",Given comparable period demand exists; When the KPI loads; Then I should see a % change trend relative to my BU/Practice.,Markets,
Home Overview Panel,RBAC,US-012,RBAC-Aligned Data Visibility,"As a Market Team Lead, I want to see only data for BUs/Practices I own, so that confidentiality is preserved.",Given I am logged in; When dashboards load; Then I should only see data related to my assigned scope.,Markets,
Home Overview Panel,UI,US-013,No Data State,"As a Market Team Lead, I want the system to clearly indicate when no data is available for a selected Practice.","Given no short fuse demand for the selected Practice; When I view the heatmap; Then I should see a ""No data"" message.",Markets,
Home Overview Panel,UX,US-014,Last Refreshed Timestamp,"As a Market Team Lead, I want to see when the data was last updated, so that I know how current the insights are.",Given the data has a refresh timestamp; When I view the overview section; Then I should see the last refresh date and time displayed.,Markets,
Home Overview Panel,Tasks,US-015,Navigate to Tasks & Approvals,"As a Market Team Lead, I want to quickly notice pending tasks, so that I can take action without navigating multiple menus.",Given actionable items; When I load the home page; Then I should see a “My Tasks & Approvals” section with counts for my Practice.,Markets,
Home- Tasks & Interlocks,List,US-016,View Tasks & Approvals List,"As a Market Team Lead, I want to see all pending approval tasks for my Practice, so that I immediately understand what needs attention.",Given I am a logged-in Lead; When I open the home page; Then I should see a task list relevant to my BU/Practice.,Markets,
Home- Tasks & Interlocks,Attributes,US-017,Understand Task Attributes,"As a Market Team Lead, I want each task to display key information (ID, type, description, due date), so that I can prioritize what to review.","Given I have tasks assigned; When I view the list; Then each row should show task ID, type, description, due date, and status.",Markets,
Home- Tasks & Interlocks,Urgency,US-018,Identify Status and Overdue Items,"As a Market Team Lead, I want clear task status indicators, so that overdue or urgent items stand out.",Given today's date; When a task is past its due date; Then the task should display an overdue status and visual warning.,Markets,
Home- Tasks & Interlocks,Sort,US-019,Sort Tasks,"As a Market Team Lead, I want default sort on the task table",Given tasks are displayed; When I click a header; Then the table should reorder based on that column due date from latest to oldest,Markets,
Home- Tasks & Interlocks,UX,US-020,Navigate to Task Detail Page,"As a Market Team Lead, I want to click a task to open its details with my BU/Practice context already applied.",Given a task is shown; When I click “view task”; Then I should be taken to the detail screen with context preserved.,Markets,
Home- Tasks & Interlocks,RBAC,US-021,RBAC-Constrained Visibility,"As a Market Team Lead, I want to see only tasks relevant to my BU/Practice, so that confidentiality is preserved.",Given RBAC permissions; When the list loads; Then I should only see tasks for my assigned scope.,Markets,
Home- Tasks & Interlocks,UI,US-022,Empty State When No Tasks,"As a Market Team Lead, I want the system to clearly indicate when there are no pending tasks.",Given no tasks assigned; When I load the panel; Then I should see a message: “No pending tasks”.,Markets,
Home Alerts,Alerts,US-024,View Alerts Panel,"As a Market Team Lead, I want to see an alert panel on my home page for important changes in my Practice.",Given I am on the home page; When alert conditions exist; Then an alerts section should appear.,Markets,
Home Alerts,Content,US-025,View Alert Types and Context,"As a Market Team Lead, I want each alert to show the details (type, impacted area), so that I understand at a glance what shifted.","Given alerts are visible; When I review a row; Then I should see alert type, impacted area, and relevant time period.",Markets,
Home Alerts,UI,US-026,See No Alerts Message,"As a Market Team Lead, I want the system to tell me when no alerts exist for my Practice.",Given no changes meet thresholds; When I view the home page; Then the alert section should display “No alerts.”,Markets,
Home Alerts,Forecast,US-027,Get Forecast Change Alerts,"As a Market Team Lead, I want to be notified when forecast demand for my Practice materially changes.",Given forecast exceeds thresholds; When detected; Then an alert should display showing % change and area.,Markets,
Home Alerts,Market,US-028,Get Market Signal Alerts,"As a Market Team Lead, I want alerts when relevant market indicators change for my specific BU.",Given market signals are updated; When update crosses alert logic; Then I should see a market signal alert.,Markets,
Home Alerts,Skills,US-029,Get Skill Taxonomy Change Alerts,"As a Market Team Lead, I want alerts when skill clusters in my Practice are redefined.",Given taxonomy definitions change; When detected; Then an alert should indicate the impacted areas and what changed.,Markets,
Home Navigation,Menu,US-030,Access Application Navigation,"As a Market Team Lead, I want a persistent navigation menu, so that I can move across workstreams consistently.",Given I am logged in; When I move between pages; Then I should always see the left side menu with fixed tabs.,Markets,
Home Navigation,UX,US-031,Highlight Active Page,"As a Market Team Lead, I want the active page to be highlighted, so that I always know where I am.",Given I am on any screen; When navigation menu loads; Then the menu item for current page should be highlighted.,Markets,
Home Navigation,Context,US-032,Preserve Context When Navigating,"As a Market Team Lead, I want my selected BU, Practice, and horizon filters to persist when I move between pages.",Given I have selected a Practice; When I click a navigation link; Then the selected context remains applied.,Markets,
Home Navigation,Persistence,US-033,Retain Context on Browser Refresh,"As a Market Team Lead, I want my working context (BU/Practice) to remain unchanged if I refresh the browser.",Given I am viewing a planning view; When I refresh; Then filters should still be applied without re-selection.,Markets,
Forecast Dashboard,Hover,US-FD-014,View Precise Values on Hover,"As a Market Team member, I want to see exact FTE count and Growth % when I hover over a month/week.","Given trend charts; When I hover over a bar; Then a tooltip should display Period, FTE Count, and Growth Rate.",Markets,
Forecast Dashboard,Sync,US-FD-017,Synchronize Charts with Global Filters,"As a Market Team member, I want all charts to update instantly when I change BU, Practice, or Location.",Given I change a global filter; When dashboard refreshes; Then ALL charts redraw simultaneously for the new context.,Markets,
Forecast Dashboard,Grid,Fo-NEW-GRID,Matching Data Grid,"As a Market Team member, I want to view a data grid that includes BU and Practice columns to validate visual numbers.","Given I am on a dashboard page; When I scroll to the bottom; Then grid shows BU, Practice, and cluster values.",Markets,
Forecast Dashboard,Logic,US-FD-015,Calculate Trend Signal,"As a Market Team member, I want the ""Growth Rate"" line to accurately reflect the change against the previous cycle.",Given current and previous forecast cycles; When chart renders; Then calculate [(Curr−Prev)/Prev].,Markets,
Forecast Dashboard,Empty,US-FD-018,Chart Empty State,"As a Market Team member, I want to know if there is no data for a specific Practice view.","Given selected filters have no demand; When chart loads; Then display ""No Forecast Data Available"".",Markets,
Forecast Dashboard,Errors,US-FD-026,Global API Failure,"As a Market Team member, I want the system to handle data load failures gracefully.","Given API returns 500; When page attempts to load; Then failing widget shows ""Retry""; And show toast message.",Markets,
Forecast Dashboard,Download,Fo-NEW-DL,Download dashboard data,"As a Market Team member, I want to download the dashboard data with BU/Practice headers for offline use.",Given I am on a dashboard page; When I click Download; Then a file is downloaded containing grids.,Markets,
Forecast Dashboard,Filter,US-FD-003,Filter by BU & Practice,"As a Market Team member, I want to change the BU, Practice, or time horizon to reflect my planning period.",Given the filter bar; When I select a Practice; Then KPIs and charts redraw to reflect that specific scope.,Markets,
Forecast Dashboard,Filter,US-FD-004,Cascading Practice Filter Logic,"As a Market Team member, I want the ""Skill Micro Cluster"" options to filter based on my selected Practice Area.",Given I have selected a Practice Area; When I click the Skill dropdown; Then I should only see skills related to that Practice.,Markets,
Forecast Dashboard,Init,US-FD-001,Default Dashboard Load,"As a Market Team member, I want the ""Forecast Overview"" tab to load by default with my primary BU and Practice selected.",Given I am a mapped user; When I navigate to Forecast Dashboard; Then Overview tab is active with filters auto-selected.,Markets,
Forecast Dashboard,Insights,US-FD-010,View Explainability Summary,"As a Market Team member, I want to see a text summary explaining the ""Why"" behind the Practice demand numbers.",Given AI analysis; When I look at the fourth panel; Then show a natural language sentence explaining drivers.,Markets,
Forecast Dashboard,Info,US-FD-006,View KPI Definition Tooltip,"As a Market Team member, I want to see the definition of ""Forecast Demand"" and its data sources.","Given I hover over the ""i"" icon; Then a tooltip appears defining the calculation logic and data sources.",Markets,
Forecast Dashboard,KPI,US-FD-005,View Total Forecast Demand,"As a Market Team member, I want to see the total ""Forecast Demand"" for the selected BU/Practice.",Given data exists; When I view the first KPI card; Then show total aggregated FTE count for that scope.,Markets,
Forecast Dashboard,KPI,US-FD-007,View Demand Growth Rates,"As a Market Team member, I want to see growth rates (QoQ, MoM, WoW) for my Practice.","Given historical data; When viewing Growth Rate card; Then see three distinct metrics: QoQ, MoM, WoW.",Markets,
Forecast Dashboard,KPI,US-FD-009,View Cancellation Rate,"As a Market Team member, I want to track the cancellation rate for my Practice to assess signal reliability.",Given recorded data; When I view the third KPI card; Then show % demand cancelled with risk indicator.,Markets,
Forecast Dashboard,Trend,US-FD-011,View Monthly Demand vs Growth,"As a Market Team member, I want to view Practice demand and growth rate on a monthly basis.","Given data exists; When I view the Monthly widget; Then show dual-axis chart (Cyan bars, Grey line).",Markets,
Forecast Dashboard,Trend,US-FD-013,View Quarterly Strategic View,"As a Market Team member, I want to view demand aggregated by Quarter to align with fiscal cycles.",Given Quarterly widget; Then bars show sum of FTEs for that quarter; And line shows QoQ growth %.,Markets,
Forecast Dashboard,Tabs,Fo-NEW-NAV,Use dashboard navigation tabs,"As a Market Team member, I want to switch between Overview, Breakdown, Location, and Skill Mix.",Given I am in the module; When I click a tab; Then the selected dashboard page should load.,Markets,
